station_id,doy,h24_n,h24_mean,h24_p10,h24_p25,h24_p50,h24_p75,h24_p90,h24_p6freq,h48_n,h48_mean,h48_p10,h48_p25,h48_p50,h48_p75,h48_p90,h72_n,h72_mean,h72_p10,h72_p25,h72_p50,h72_p75,h72_p90
1067:CA:SNTL,54,149,1.53,0.0,0.0,0.0,1.0,6.0,0.1141,148,3.135,0.0,0.0,0.0,3.0,11.0,147,4.694,0.0,0.0,0.0,5.0,19.4
1067:CA:SNTL,55,149,1.611,0.0,0.0,0.0,1.0,6.0,0.1208,148,3.189,0.0,0.0,0.0,3.0,11.3,147,4.85,0.0,0.0,0.0,5.5,20.0
1067:CA:SNTL,56,149,1.584,0.0,0.0,0.0,1.0,6.0,0.1074,148,3.264,0.0,0.0,0.0,3.0,11.3,147,4.912,0.0,0.0,0.0,6.0,19.4
1067:CA:SNTL,57,149,1.685,0.0,0.0,0.0,2.0,6.0,0.1074,148,3.351,0.0,0.0,0.0,3.25,12.0,147,4.939,0.0,0.0,1.0,6.0,18.2
1067:CA:SNTL,58,149,1.671,0.0,0.0,0.0,2.0,6.0,0.1141,148,3.277,0.0,0.0,0.0,3.25,11.3,147,4.789,0.0,0.0,0.0,6.0,15.8
1067:CA:SNTL,59,149,1.611,0.0,0.0,0.0,1.0,6.0,0.1141,148,3.142,0.0,0.0,0.0,3.0,11.3,147,4.626,0.0,0.0,0.0,6.0,14.4
1067:CA:SNTL,60,149,1.537,0.0,0.0,0.0,1.0,6.0,0.1074,148,3.041,0.0,0.0,0.0,3.0,11.3,147,4.544,0.0,0.0,0.0,6.0,14.4
1067:CA:SNTL,61,149,1.51,0.0,0.0,0.0,0.0,6.0,0.1141,148,3.034,0.0,0.0,0.0,3.0,11.3,147,4.483,0.0,0.0,0.0,6.0,14.0
1067:CA:SNTL,62,149,1.53,0.0,0.0,0.0,1.0,6.0,0.1141,148,3.0,0.0,0.0,0.0,3.0,11.0,148,4.588,0.0,0.0,0.0,6.25,14.0
1067:CA:SNTL,63,149,1.477,0.0,0.0,0.0,1.0,6.0,0.1074,149,3.094,0.0,0.0,0.0,3.0,11.0,149,4.671,0.0,0.0,1.0,7.0,14.0
1067:CA:SNTL,64,150,1.633,0.0,0.0,0.0,1.0,6.0,0.1267,150,3.24,0.0,0.0,0.0,4.0,11.1,150,4.88,0.0,0.0,1.0,8.75,14.0
1067:CA:SNTL,65,150,1.607,0.0,0.0,0.0,1.0,6.0,0.1267,150,3.247,0.0,0.0,0.0,4.0,12.0,150,5.0,0.0,0.0,1.0,8.75,14.1
1067:CA:SNTL,66,150,1.64,0.0,0.0,0.0,1.0,6.0,0.1267,150,3.393,0.0,0.0,0.0,4.75,12.0,150,5.233,0.0,0.0,1.0,9.0,14.3
1067:CA:SNTL,67,150,1.753,0.0,0.0,0.0,1.0,6.1,0.1333,150,3.593,0.0,0.0,0.0,4.0,12.0,150,5.333,0.0,0.0,1.0,9.0,14.4
1067:CA:SNTL,68,150,1.84,0.0,0.0,0.0,1.0,6.2,0.1333,150,3.58,0.0,0.0,0.0,4.0,12.0,150,5.22,0.0,0.0,1.0,9.0,14.1
1067:CA:SNTL,69,150,1.74,0.0,0.0,0.0,1.0,6.0,0.1333,150,3.38,0.0,0.0,0.0,4.0,12.0,150,5.033,0.0,0.0,1.0,9.0,14.0
1067:CA:SNTL,70,150,1.64,0.0,0.0,0.0,1.0,6.0,0.1267,150,3.293,0.0,0.0,0.0,4.0,11.1,150,4.773,0.0,0.0,1.0,8.25,13.1
1067:CA:SNTL,71,150,1.653,0.0,0.0,0.0,1.0,6.0,0.1267,150,3.133,0.0,0.0,0.0,4.0,11.0,150,4.627,0.0,0.0,0.0,6.0,13.0
1067:CA:SNTL,72,150,1.48,0.0,0.0,0.0,0.0,6.0,0.12,150,2.973,0.0,0.0,0.0,4.0,10.0,150,4.567,0.0,0.0,0.0,6.75,13.0
1067:CA:SNTL,73,150,1.493,0.0,0.0,0.0,0.0,6.0,0.1267,150,3.087,0.0,0.0,0.0,4.75,10.0,150,4.707,0.0,0.0,1.0,7.0,13.0
1067:CA:SNTL,74,150,1.593,0.0,0.0,0.0,0.0,6.0,0.1333,150,3.213,0.0,0.0,0.0,5.0,10.0,150,4.86,0.0,0.0,1.0,8.0,13.1
1067:CA:SNTL,75,150,1.62,0.0,0.0,0.0,0.0,6.0,0.1333,150,3.267,0.0,0.0,0.0,5.0,10.1,150,4.887,0.0,0.0,1.0,8.0,13.1
1067:CA:SNTL,76,150,1.647,0.0,0.0,0.0,1.0,6.0,0.1333,150,3.267,0.0,0.0,0.0,5.0,10.0,150,4.88,0.0,0.0,1.0,7.75,13.1
1067:CA:SNTL,77,150,1.62,0.0,0.0,0.0,0.75,6.0,0.1267,150,3.233,0.0,0.0,0.0,5.0,10.0,150,4.767,0.0,0.0,1.0,7.0,13.0
1067:CA:SNTL,78,150,1.613,0.0,0.0,0.0,0.75,6.0,0.1267,150,3.147,0.0,0.0,0.0,4.75,10.0,150,4.747,0.0,0.0,1.0,7.0,13.0
1067:CA:SNTL,79,150,1.533,0.0,0.0,0.0,0.0,6.0,0.1133,150,3.133,0.0,0.0,0.0,4.75,10.1,150,4.627,0.0,0.0,1.0,7.0,13.0
1067:CA:SNTL,80,150,1.6,0.0,0.0,0.0,0.0,6.0,0.1133,150,3.093,0.0,0.0,0.0,4.75,10.0,150,4.5,0.0,0.0,1.0,7.0,13.0
1067:CA:SNTL,81,150,1.493,0.0,0.0,0.0,0.0,6.0,0.1067,150,2.9,0.0,0.0,0.0,4.0,9.0,150,4.12,0.0,0.0,1.0,7.0,11.2
1067:CA:SNTL,82,150,1.407,0.0,0.0,0.0,0.0,5.1,0.1,150,2.627,0.0,0.0,0.0,4.0,9.0,150,3.773,0.0,0.0,1.0,7.0,11.0
1067:CA:SNTL,83,150,1.22,0.0,0.0,0.0,0.0,5.0,0.0933,150,2.367,0.0,0.0,0.0,3.75,8.0,150,3.507,0.0,0.0,0.5,6.75,10.1
1067:CA:SNTL,84,150,1.147,0.0,0.0,0.0,0.0,5.0,0.08,150,2.287,0.0,0.0,0.0,2.75,8.0,150,3.353,0.0,0.0,0.0,6.0,10.1
1067:CA:SNTL,85,150,1.14,0.0,0.0,0.0,0.0,5.0,0.08,150,2.207,0.0,0.0,0.0,2.0,8.0,150,3.273,0.0,0.0,0.0,5.75,10.1
1067:CA:SNTL,86,150,1.067,0.0,0.0,0.0,0.0,5.0,0.08,150,2.133,0.0,0.0,0.0,2.0,8.0,150,3.107,0.0,0.0,0.0,5.0,10.1
1067:CA:SNTL,87,150,1.067,0.0,0.0,0.0,0.0,5.0,0.08,150,2.04,0.0,0.0,0.0,2.0,7.1,150,3.053,0.0,0.0,0.0,5.0,10.1
1067:CA:SNTL,88,150,0.973,0.0,0.0,0.0,0.0,4.0,0.06,150,1.987,0.0,0.0,0.0,2.0,7.0,150,3.007,0.0,0.0,0.0,4.0,11.0
1067:CA:SNTL,89,150,1.013,0.0,0.0,0.0,0.0,4.0,0.06,150,2.033,0.0,0.0,0.0,1.0,7.0,150,3.0,0.0,0.0,0.0,4.0,11.1
1067:CA:SNTL,90,150,1.02,0.0,0.0,0.0,0.0,4.0,0.0667,150,1.987,0.0,0.0,0.0,1.0,7.0,150,2.92,0.0,0.0,0.0,3.75,12.1
1067:CA:SNTL,91,150,0.967,0.0,0.0,0.0,0.0,3.1,0.06,150,1.9,0.0,0.0,0.0,1.0,7.0,150,2.9,0.0,0.0,0.0,3.75,12.1
1067:CA:SNTL,92,150,0.933,0.0,0.0,0.0,0.0,3.0,0.06,150,1.933,0.0,0.0,0.0,1.0,7.0,150,2.873,0.0,0.0,0.0,4.0,9.3
1067:CA:SNTL,93,150,1.0,0.0,0.0,0.0,0.0,4.1,0.0733,150,1.94,0.0,0.0,0.0,1.0,7.0,150,2.7,0.0,0.0,0.0,3.75,9.0
1067:CA:SNTL,94,150,0.94,0.0,0.0,0.0,0.0,4.0,0.0667,150,1.7,0.0,0.0,0.0,0.0,6.1,150,2.493,0.0,0.0,0.0,2.0,7.2
1067:CA:SNTL,95,150,0.76,0.0,0.0,0.0,0.0,2.0,0.0533,150,1.553,0.0,0.0,0.0,0.0,5.1,150,2.267,0.0,0.0,0.0,2.0,7.0
1067:CA:SNTL,96,150,0.793,0.0,0.0,0.0,0.0,2.0,0.0533,150,1.507,0.0,0.0,0.0,0.0,5.0,150,2.207,0.0,0.0,0.0,2.0,7.0
1067:CA:SNTL,97,150,0.713,0.0,0.0,0.0,0.0,1.1,0.0467,150,1.413,0.0,0.0,0.0,0.0,4.1,150,2.14,0.0,0.0,0.0,2.0,6.1
1067:CA:SNTL,98,150,0.7,0.0,0.0,0.0,0.0,2.0,0.04,150,1.427,0.0,0.0,0.0,0.0,4.1,150,2.14,0.0,0.0,0.0,2.0,6.1
1067:CA:SNTL,99,150,0.727,0.0,0.0,0.0,0.0,2.0,0.04,150,1.44,0.0,0.0,0.0,0.0,4.1,150,2.16,0.0,0.0,0.0,2.0,6.1
1067:CA:SNTL,100,150,0.713,0.0,0.0,0.0,0.0,2.0,0.04,150,1.433,0.0,0.0,0.0,0.0,4.1,150,2.173,0.0,0.0,0.0,2.0,6.1
1067:CA:SNTL,101,150,0.72,0.0,0.0,0.0,0.0,2.0,0.04,150,1.46,0.0,0.0,0.0,0.0,4.1,150,2.147,0.0,0.0,0.0,2.0,6.1
1067:CA:SNTL,102,150,0.74,0.0,0.0,0.0,0.0,2.0,0.04,150,1.427,0.0,0.0,0.0,0.0,4.0,150,2.013,0.0,0.0,0.0,2.0,6.0
1067:CA:SNTL,103,150,0.687,0.0,0.0,0.0,0.0,2.0,0.04,150,1.273,0.0,0.0,0.0,0.0,4.0,150,1.807,0.0,0.0,0.0,2.0,6.0
1067:CA:SNTL,104,150,0.587,0.0,0.0,0.0,0.0,1.1,0.0333,150,1.12,0.0,0.0,0.0,0.0,4.0,150,1.673,0.0,0.0,0.0,2.0,6.0
1067:CA:SNTL,105,150,0.533,0.0,0.0,0.0,0.0,1.0,0.0267,150,1.087,0.0,0.0,0.0,0.0,4.0,150,1.647,0.0,0.0,0.0,2.0,6.0
1067:CA:SNTL,106,150,0.553,0.0,0.0,0.0,0.0,1.0,0.0333,150,1.113,0.0,0.0,0.0,0.0,4.0,150,1.653,0.0,0.0,0.0,2.0,6.0
1067:CA:SNTL,107,150,0.56,0.0,0.0,0.0,0.0,1.0,0.0333,150,1.1,0.0,0.0,0.0,0.0,4.0,150,1.627,0.0,0.0,0.0,1.75,5.1
1067:CA:SNTL,108,150,0.54,0.0,0.0,0.0,0.0,1.0,0.0267,150,1.067,0.0,0.0,0.0,0.0,3.1,150,1.6,0.0,0.0,0.0,1.0,5.0
1067:CA:SNTL,109,150,0.527,0.0,0.0,0.0,0.0,1.0,0.0267,150,1.06,0.0,0.0,0.0,0.0,3.1,150,1.567,0.0,0.0,0.0,1.0,5.0
1067:CA:SNTL,110,150,0.533,0.0,0.0,0.0,0.0,1.0,0.0267,150,1.04,0.0,0.0,0.0,0.0,3.1,150,1.527,0.0,0.0,0.0,1.0,5.0
1067:CA:SNTL,111,150,0.507,0.0,0.0,0.0,0.0,1.0,0.0267,150,0.993,0.0,0.0,0.0,0.0,3.1,150,1.44,0.0,0.0,0.0,1.0,5.0
1067:CA:SNTL,112,150,0.487,0.0,0.0,0.0,0.0,1.0,0.0267,150,0.933,0.0,0.0,0.0,0.0,3.0,150,1.32,0.0,0.0,0.0,0.75,4.1
1067:CA:SNTL,113,150,0.447,0.0,0.0,0.0,0.0,1.0,0.0267,150,0.833,0.0,0.0,0.0,0.0,2.1,150,1.213,0.0,0.0,0.0,0.0,4.0
1067:CA:SNTL,114,150,0.387,0.0,0.0,0.0,0.0,0.0,0.0267,150,0.767,0.0,0.0,0.0,0.0,2.0,150,1.133,0.0,0.0,0.0,0.0,3.1
1067:CA:SNTL,115,150,0.38,0.0,0.0,0.0,0.0,0.0,0.0267,150,0.747,0.0,0.0,0.0,0.0,1.1,150,1.093,0.0,0.0,0.0,0.0,3.1
1067:CA:SNTL,116,150,0.367,0.0,0.0,0.0,0.0,0.0,0.0267,150,0.713,0.0,0.0,0.0,0.0,1.0,150,1.14,0.0,0.0,0.0,0.0,4.1
1067:CA:SNTL,117,150,0.347,0.0,0.0,0.0,0.0,0.0,0.0267,150,0.773,0.0,0.0,0.0,0.0,1.0,150,1.127,0.0,0.0,0.0,0.0,5.0
1067:CA:SNTL,118,150,0.427,0.0,0.0,0.0,0.0,0.0,0.0333,150,0.78,0.0,0.0,0.0,0.0,1.1,150,1.147,0.0,0.0,0.0,0.0,5.0
1067:CA:SNTL,119,150,0.353,0.0,0.0,0.0,0.0,0.0,0.0267,150,0.72,0.0,0.0,0.0,0.0,2.0,150,1.04,0.0,0.0,0.0,0.0,5.0
1067:CA:SNTL,120,150,0.367,0.0,0.0,0.0,0.0,0.0,0.0267,150,0.687,0.0,0.0,0.0,0.0,2.0,150,1.007,0.0,0.0,0.0,0.0,4.1
1067:CA:SNTL,121,150,0.32,0.0,0.0,0.0,0.0,0.0,0.02,150,0.64,0.0,0.0,0.0,0.0,2.0,150,0.907,0.0,0.0,0.0,0.0,3.1
1067:CA:SNTL,122,150,0.32,0.0,0.0,0.0,0.0,0.0,0.02,150,0.587,0.0,0.0,0.0,0.0,2.0,150,0.827,0.0,0.0,0.0,0.0,3.0
1067:CA:SNTL,123,150,0.267,0.0,0.0,0.0,0.0,0.0,0.0133,150,0.507,0.0,0.0,0.0,0.0,1.0,150,0.74,0.0,0.0,0.0,0.0,2.1
1067:CA:SNTL,124,150,0.24,0.0,0.0,0.0,0.0,0.0,0.0133,150,0.473,0.0,0.0,0.0,0.0,1.0,150,0.667,0.0,0.0,0.0,0.0,2.0
1067:CA:SNTL,125,150,0.233,0.0,0.0,0.0,0.0,0.0,0.0133,150,0.427,0.0,0.0,0.0,0.0,1.0,150,0.613,0.0,0.0,0.0,0.0,2.0
1067:CA:SNTL,126,150,0.193,0.0,0.0,0.0,0.0,0.0,0.0067,150,0.38,0.0,0.0,0.0,0.0,0.1,150,0.567,0.0,0.0,0.0,0.0,2.0
1067:CA:SNTL,127,150,0.187,0.0,0.0,0.0,0.0,0.0,0.0067,150,0.373,0.0,0.0,0.0,0.0,0.0,150,0.6,0.0,0.0,0.0,0.0,2.0
1067:CA:SNTL,128,150,0.187,0.0,0.0,0.0,0.0,0.0,0.0067,150,0.413,0.0,0.0,0.0,0.0,0.1,150,0.64,0.0,0.0,0.0,0.0,2.0
1067:CA:SNTL,129,150,0.227,0.0,0.0,0.0,0.0,0.0,0.0133,150,0.453,0.0,0.0,0.0,0.0,1.1,150,0.687,0.0,0.0,0.0,0.0,2.0
1067:CA:SNTL,130,150,0.227,0.0,0.0,0.0,0.0,0.0,0.0133,150,0.46,0.0,0.0,0.0,0.0,1.1,150,0.733,0.0,0.0,0.0,0.0,3.0
1067:CA:SNTL,131,150,0.233,0.0,0.0,0.0,0.0,0.0,0.0133,150,0.507,0.0,0.0,0.0,0.0,2.0,150,0.707,0.0,0.0,0.0,0.0,3.0
1067:CA:SNTL,132,150,0.273,0.0,0.0,0.0,0.0,0.0,0.0133,150,0.473,0.0,0.0,0.0,0.0,2.0,150,0.667,0.0,0.0,0.0,0.0,3.0
1067:CA:SNTL,133,150,0.2,0.0,0.0,0.0,0.0,0.0,0.0067,150,0.393,0.0,0.0,0.0,0.0,2.0,150,0.573,0.0,0.0,0.0,0.0,2.0
1067:CA:SNTL,134,150,0.193,0.0,0.0,0.0,0.0,0.0,0.0067,150,0.373,0.0,0.0,0.0,0.0,1.1,150,0.547,0.0,0.0,0.0,0.0,2.0
1067:CA:SNTL,135,150,0.18,0.0,0.0,0.0,0.0,0.0,0.0067,150,0.353,0.0,0.0,0.0,0.0,1.0,150,0.52,0.0,0.0,0.0,0.0,2.0
1067:CA:SNTL,136,150,0.173,0.0,0.0,0.0,0.0,0.0,0.0067,150,0.34,0.0,0.0,0.0,0.0,1.0,150,0.493,0.0,0.0,0.0,0.0,2.0
1067:CA:SNTL,137,150,0.167,0.0,0.0,0.0,0.0,0.0,0.0067,150,0.32,0.0,0.0,0.0,0.0,1.0,150,0.507,0.0,0.0,0.0,0.0,2.0
1067:CA:SNTL,138,150,0.153,0.0,0.0,0.0,0.0,0.0,0.0067,150,0.34,0.0,0.0,0.0,0.0,1.0,150,0.527,0.0,0.0,0.0,0.0,2.0
1067:CA:SNTL,139,150,0.187,0.0,0.0,0.0,0.0,0.0,0.0067,150,0.373,0.0,0.0,0.0,0.0,1.0,150,0.547,0.0,0.0,0.0,0.0,2.0
1067:CA:SNTL,140,150,0.187,0.0,0.0,0.0,0.0,0.0,0.0067,150,0.36,0.0,0.0,0.0,0.0,1.0,150,0.533,0.0,0.0,0.0,0.0,2.0
1067:CA:SNTL,141,150,0.173,0.0,0.0,0.0,0.0,0.0,0.0067,150,0.347,0.0,0.0,0.0,0.0,1.0,150,0.52,0.0,0.0,0.0,0.0,2.0
1067:CA:SNTL,142,150,0.173,0.0,0.0,0.0,0.0,0.0,0.0067,150,0.347,0.0,0.0,0.0,0.0,1.0,150,0.48,0.0,0.0,0.0,0.0,1.1
1067:CA:SNTL,143,150,0.173,0.0,0.0,0.0,0.0,0.0,0.0067,150,0.307,0.0,0.0,0.0,0.0,0.1,150,0.44,0.0,0.0,0.0,0.0,1.0
